ID,name,Applied,gender,age,background in IT,education,accepted,attended,number of Hackathons,employment,satisfaction,career interests,country,new skill
244,Alicia Holland,Yes,Non-binary,44,No,Prefer not to say,No,Yes,8,Manager,very dissatisfied,.net,Montserrat,full stack developer
794,Michael Newton,Yes,Non-binary,34,No,Undergraduate,No,No,7,Manager,satisfied,solutions design,Bahamas,Data Scientist
130,Tracy Cline,Yes,M,36,Yes,Prefer not to say,Yes,No,6,Manager,satisfied,python,Guam,Software Development
865,Joshua Figueroa,Yes,M,47,No,Undergraduate,Yes,Yes,7,Associate,dissatisfied,javascript,Samoa,UI/UX
672,Shane Fisher,Yes,F,58,Yes,Masters degree,No,Yes,6,Manager,neutral,solutions design,Anguilla,Pitch
621,Kelly Morales,Yes,M,58,Yes,Masters degree,Yes,Yes,7,Senior Associate,dissatisfied,python,Czech Republic,UI/UX
194,Melissa Scott,Yes,Non-binary,44,Yes,Undergraduate,Yes,No,8,Associate,neutral,pm,Monaco,UI/UX
747,Claire Wood,Yes,M,32,No,Prefer not to say,Yes,No,2,Associate,neutral,pm,Wallis and Futuna,Data Scientist
521,Mrs. Bianca Smith,Yes,F,40,No,Masters degree,No,No,5,Manager,very dissatisfied,azure,Montserrat,Pitch
543,Charlotte Lopez,Yes,F,44,Yes,Prefer not to say,Yes,No,8,Manager,very dissatisfied,javascript,Seychelles,UI/UX
606,Brandy Armstrong,Yes,M,26,Yes,Masters degree,Yes,Yes,4,Senior Manager,very dissatisfied,pm,Cyprus,UI/UX
446,Robert Brown,Yes,M,36,No,Prefer not to say,Yes,No,3,Associate,very dissatisfied,solutions design,Tunisia,Software Development
265,Jennifer Baker,Yes,F,39,Yes,Masters degree,Yes,Yes,8,Associate,very dissatisfied,.net,Pitcairn Islands,full stack developer
829,Karen Stewart,Yes,F,57,No,Masters degree,No,Yes,2,Senior Manager,dissatisfied,sql,Nauru,Pitch
853,Cynthia Fitzgerald,Yes,Non-binary,26,Yes,Prefer not to say,Yes,No,7,Manager,neutral,pm,Tanzania,full stack developer
573,Kurt Huynh,Yes,F,41,No,PhD,No,No,1,Manager,very dissatisfied,sql,Thailand,Data Scientist
594,Justin Martin,Yes,F,34,No,Masters degree,Yes,No,5,Senior Manager,satisfied,sql,Benin,Software Development
599,Sarah Peters,Yes,Non-binary,28,Yes,Undergraduate,No,Yes,8,Manager,dissatisfied,solutions design,Pitcairn Islands,Data Scientist
335,Ashley Kramer,Yes,Non-binary,47,Yes,PhD,No,Yes,4,Manager,neutral,azure,Cambodia,Software Development
77,Kevin Christensen,Yes,F,38,Yes,PhD,Yes,No,5,Associate,neutral,pm,Ghana,Software Development
782,Jason Romero,Yes,M,51,No,Undergraduate,Yes,Yes,8,Associate,very dissatisfied,azure,Liechtenstein,Pitch
320,Ashley Small,Yes,Non-binary,49,No,PhD,Yes,Yes,7,Senior Associate,neutral,python,Rwanda,full stack developer
532,Heather Fields,Yes,M,44,No,Undergraduate,No,Yes,1,Senior Associate,very dissatisfied,solutions design,British Indian Ocean Territory (Chagos Archipelago),UI/UX
925,Steven Kim,Yes,M,34,No,Masters degree,Yes,Yes,7,Senior Manager,neutral,.net,Antigua and Barbuda,Data Scientist
43,Shawn Evans,Yes,Non-binary,53,Yes,Undergraduate,No,No,6,Manager,satisfied,azure,Dominica,Software Development
907,Megan Taylor,Yes,Non-binary,46,No,Masters degree,Yes,No,4,Manager,dissatisfied,.net,Mauritius,full stack developer
867,Larry Neal,Yes,Non-binary,43,No,Undergraduate,Yes,No,3,Associate,neutral,python,Slovenia,UI/UX
387,Bryan Owens,Yes,F,44,Yes,Masters degree,No,No,0,Senior Manager,dissatisfied,sql,Syrian Arab Republic,Software Development
442,Patrick Levine,Yes,Non-binary,33,No,Undergraduate,No,Yes,6,Manager,dissatisfied,javascript,Reunion,Software Development
163,Russell Gardner,Yes,Non-binary,25,Yes,Prefer not to say,Yes,Yes,0,Senior Manager,satisfied,.net,Bermuda,Pitch
600,Deanna Hart,Yes,F,25,No,Undergraduate,No,No,8,Senior Manager,neutral,azure,Vietnam,full stack developer
856,Michele Gomez,Yes,F,39,Yes,Undergraduate,No,Yes,5,Junior,very dissatisfied,solutions design,Guinea,Software Development
146,William Johnson,Yes,M,37,Yes,Masters degree,Yes,Yes,2,Associate,neutral,.net,Netherlands,Data Scientist
250,Stephen Mckenzie,Yes,Non-binary,35,Yes,Prefer not to say,No,Yes,6,Junior,very dissatisfied,pm,Maldives,Data Scientist
450,Johnathan Adkins,Yes,M,29,Yes,Masters degree,Yes,No,2,Senior Manager,dissatisfied,sql,China,Data Scientist
744,Curtis Morton,Yes,F,55,No,Masters degree,Yes,Yes,8,Senior Manager,very dissatisfied,python,El Salvador,Software Development
67,Richard Crawford,Yes,Non-binary,49,No,Prefer not to say,Yes,No,5,Manager,satisfied,azure,Vanuatu,Software Development
475,Christopher Barnes,Yes,Non-binary,57,Yes,PhD,No,No,5,Junior,neutral,azure,United States Virgin Islands,Pitch
859,Jonathan Gilbert,Yes,M,42,Yes,Masters degree,Yes,Yes,3,Associate,dissatisfied,sql,United Arab Emirates,full stack developer
298,Dan Ramirez,Yes,F,32,No,Prefer not to say,Yes,No,3,Senior Manager,dissatisfied,javascript,Iceland,Data Scientist
526,Jason Brown,Yes,M,44,Yes,Prefer not to say,No,No,2,Senior Associate,dissatisfied,azure,Saudi Arabia,Software Development
410,Thomas Hancock,Yes,M,26,Yes,PhD,No,Yes,4,Senior Associate,neutral,.net,Uzbekistan,Software Development
290,Amy Brown,Yes,Non-binary,42,No,PhD,No,No,8,Junior,satisfied,.net,Tunisia,full stack developer
865,Samantha Long,Yes,Non-binary,47,Yes,Undergraduate,Yes,Yes,9,Junior,satisfied,pm,Libyan Arab Jamahiriya,Pitch
55,Melissa Robbins,Yes,Non-binary,42,Yes,Masters degree,Yes,No,4,Manager,dissatisfied,solutions design,Marshall Islands,UI/UX
763,Miguel Patrick,Yes,M,30,No,Prefer not to say,Yes,No,8,Senior Manager,neutral,javascript,Central African Republic,Pitch
465,Victoria Prince,Yes,M,52,No,Masters degree,Yes,Yes,6,Junior,very dissatisfied,pm,Maldives,full stack developer
953,Ashley Coleman,Yes,Non-binary,41,Yes,Masters degree,No,No,4,Manager,satisfied,azure,Togo,Pitch
588,Kayla Gonzalez,Yes,Non-binary,55,No,Prefer not to say,No,No,8,Senior Associate,very dissatisfied,azure,Guyana,Software Development
270,Veronica Hunter,Yes,F,29,Yes,Prefer not to say,No,No,7,Associate,neutral,sql,Guernsey,Pitch
978,Allison Bowman,Yes,M,47,No,Undergraduate,No,Yes,1,Junior,neutral,.net,Bermuda,Software Development
296,Amy Huffman,Yes,F,30,Yes,Undergraduate,No,No,0,Junior,dissatisfied,sql,Lithuania,full stack developer
417,Justin Boyd,Yes,M,39,Yes,Prefer not to say,No,Yes,8,Senior Manager,neutral,python,Mongolia,full stack developer
203,Angela Lopez,Yes,M,49,Yes,Undergraduate,No,No,5,Associate,neutral,sql,Guadeloupe,Data Scientist
931,Allison Schaefer,Yes,Non-binary,33,No,PhD,No,No,3,Manager,dissatisfied,sql,Uganda,Software Development
20,Beth Garrett,Yes,F,25,No,PhD,No,No,8,Senior Manager,dissatisfied,azure,Cocos (Keeling) Islands,Data Scientist
216,Rachel West,Yes,M,53,Yes,Prefer not to say,No,Yes,7,Senior Manager,very dissatisfied,.net,Cote d'Ivoire,full stack developer
164,Jessica Kennedy,Yes,M,48,Yes,Undergraduate,No,No,1,Junior,very dissatisfied,pm,French Polynesia,Software Development
787,Lisa Moore,Yes,F,31,Yes,Prefer not to say,Yes,No,0,Senior Associate,satisfied,python,French Southern Territories,Data Scientist
529,Kayla Peterson,Yes,M,45,No,Prefer not to say,Yes,No,6,Senior Manager,very dissatisfied,solutions design,Serbia,Data Scientist
466,Barbara Smith,Yes,F,35,No,PhD,Yes,Yes,1,Associate,satisfied,solutions design,New Caledonia,Software Development
138,Robert Berry,Yes,M,46,Yes,PhD,Yes,Yes,3,Associate,dissatisfied,javascript,French Southern Territories,UI/UX
868,Jessica Smith,Yes,F,54,No,Masters degree,No,No,2,Senior Manager,dissatisfied,solutions design,North Macedonia,full stack developer
386,Johnny Rivera,Yes,F,51,No,Masters degree,Yes,No,6,Senior Manager,very dissatisfied,javascript,Guinea,full stack developer
833,Melissa King,Yes,M,44,No,Masters degree,No,No,6,Senior Associate,dissatisfied,azure,Vanuatu,full stack developer
788,Bradley Andrews,Yes,Non-binary,40,Yes,Prefer not to say,Yes,No,3,Senior Manager,very dissatisfied,azure,Burkina Faso,Data Scientist
885,Joanna Craig,Yes,F,40,Yes,Prefer not to say,Yes,Yes,7,Associate,satisfied,python,Lao People's Democratic Republic,Pitch
196,Edward Holloway,Yes,F,34,Yes,Undergraduate,No,Yes,0,Junior,satisfied,solutions design,Lao People's Democratic Republic,full stack developer
773,Rhonda Young,Yes,Non-binary,46,No,Undergraduate,Yes,No,6,Manager,satisfied,pm,Dominican Republic,Pitch
833,David Conner,Yes,M,35,No,Undergraduate,Yes,No,3,Senior Manager,satisfied,python,Micronesia,full stack developer
476,Jody Mccarthy,Yes,Non-binary,55,No,Undergraduate,Yes,No,2,Senior Associate,neutral,sql,Liberia,Pitch
622,Michael Salazar,Yes,Non-binary,51,No,Undergraduate,Yes,Yes,6,Senior Associate,very dissatisfied,sql,Brunei Darussalam,Software Development
142,Andrew Rice,Yes,F,43,Yes,Prefer not to say,Yes,No,1,Associate,neutral,javascript,Korea,UI/UX
386,David Henderson,Yes,M,45,Yes,Prefer not to say,Yes,No,9,Manager,satisfied,pm,France,Data Scientist
80,Carolyn Johnson,Yes,Non-binary,56,Yes,Undergraduate,Yes,No,0,Senior Manager,dissatisfied,azure,Bahamas,UI/UX
648,Angela Mcdonald,Yes,F,26,No,Prefer not to say,No,No,1,Associate,dissatisfied,solutions design,Papua New Guinea,Data Scientist
454,Christina Green,Yes,F,33,Yes,Prefer not to say,No,No,2,Associate,very dissatisfied,sql,Canada,UI/UX
785,Joshua Ramirez,Yes,Non-binary,42,Yes,Masters degree,No,No,0,Associate,satisfied,sql,Reunion,full stack developer
785,Adam Navarro,Yes,Non-binary,55,No,PhD,No,No,7,Senior Associate,dissatisfied,sql,Svalbard & Jan Mayen Islands,Software Development
428,Rebecca Keller,Yes,F,33,No,Undergraduate,No,No,8,Manager,neutral,python,Burkina Faso,UI/UX
499,Randall Johnson,Yes,M,38,No,Undergraduate,No,Yes,8,Junior,neutral,azure,Cayman Islands,Data Scientist
211,Jessica Wagner,Yes,M,45,Yes,PhD,No,Yes,2,Associate,satisfied,.net,Guatemala,Pitch
397,Jessica Rice,Yes,Non-binary,29,No,Masters degree,Yes,Yes,3,Associate,neutral,pm,Nigeria,Pitch
459,Tiffany Smith,Yes,F,38,Yes,Masters degree,Yes,No,0,Manager,neutral,pm,Namibia,Data Scientist
758,William Burns,Yes,M,49,Yes,PhD,Yes,No,8,Junior,satisfied,azure,Greece,Data Scientist
485,Nathan Chang,Yes,M,47,No,Prefer not to say,Yes,Yes,5,Manager,dissatisfied,pm,Northern Mariana Islands,Software Development
272,Savannah Thompson,Yes,F,43,Yes,Masters degree,No,Yes,7,Associate,dissatisfied,javascript,British Virgin Islands,UI/UX
618,Michael Riley,Yes,F,47,No,PhD,No,No,1,Senior Manager,very dissatisfied,python,Wallis and Futuna,Pitch
476,Todd Wyatt,Yes,F,41,Yes,Prefer not to say,Yes,Yes,0,Manager,satisfied,.net,Kuwait,UI/UX
309,Meredith Mcdowell,Yes,Non-binary,42,Yes,PhD,No,Yes,5,Manager,satisfied,azure,Mozambique,UI/UX
925,Henry Ramos,Yes,Non-binary,48,Yes,Masters degree,Yes,No,4,Associate,neutral,solutions design,Macao,Data Scientist
602,Carrie Lee,Yes,Non-binary,47,Yes,Masters degree,No,No,1,Senior Manager,very dissatisfied,.net,Uganda,Pitch
15,Sherry Alvarado,Yes,Non-binary,31,Yes,Prefer not to say,Yes,Yes,9,Junior,very dissatisfied,azure,Bahrain,Software Development
685,Andrea Hernandez,Yes,Non-binary,28,No,Undergraduate,Yes,Yes,4,Manager,neutral,.net,Saint Pierre and Miquelon,Pitch
612,Fernando Riley,Yes,Non-binary,32,No,Undergraduate,No,Yes,4,Senior Manager,neutral,javascript,Sao Tome and Principe,full stack developer
743,Brent Cervantes,Yes,M,28,Yes,Undergraduate,No,No,7,Junior,neutral,solutions design,Chile,Software Development
945,Gina Lester,Yes,F,40,No,Masters degree,Yes,No,0,Senior Associate,dissatisfied,sql,Hong Kong,Data Scientist
260,Tiffany Mason,Yes,Non-binary,41,No,Masters degree,No,No,0,Associate,neutral,solutions design,Antigua and Barbuda,Software Development
526,Zachary Gonzalez,Yes,M,28,Yes,Masters degree,No,No,3,Manager,dissatisfied,solutions design,Pitcairn Islands,Pitch
194,Jill Hill,Yes,M,28,Yes,Undergraduate,No,Yes,2,Associate,neutral,sql,Cyprus,Pitch
264,Jerry Hall,Yes,M,34,Yes,Masters degree,Yes,No,4,Senior Manager,very dissatisfied,pm,Spain,Pitch
687,Christine Wagner,Yes,Non-binary,36,Yes,Masters degree,Yes,Yes,1,Senior Associate,satisfied,python,Syrian Arab Republic,Software Development
500,Sara Koch,Yes,F,56,Yes,PhD,No,Yes,2,Junior,dissatisfied,javascript,Cote d'Ivoire,Data Scientist
793,Kathy Long,Yes,Non-binary,50,Yes,Prefer not to say,No,No,8,Manager,very dissatisfied,javascript,Solomon Islands,Software Development
404,Glen Dillon Jr.,Yes,F,45,No,Undergraduate,Yes,No,2,Senior Associate,very dissatisfied,azure,Namibia,Data Scientist
397,Sherri Spence,Yes,M,53,No,Undergraduate,No,No,9,Associate,neutral,azure,Kyrgyz Republic,UI/UX
345,Felicia Baird,Yes,M,45,Yes,Masters degree,Yes,No,2,Junior,dissatisfied,.net,Angola,Software Development
729,Veronica Edwards,Yes,M,52,No,Prefer not to say,Yes,Yes,5,Manager,very dissatisfied,solutions design,Saint Helena,Data Scientist
995,Morgan Foster,Yes,M,53,Yes,PhD,No,Yes,4,Junior,satisfied,javascript,Bermuda,Data Scientist
33,Frank Bowman,Yes,F,48,No,PhD,No,Yes,1,Associate,dissatisfied,sql,Reunion,Software Development
778,Jessica Cooley,Yes,Non-binary,30,Yes,Prefer not to say,No,Yes,3,Junior,satisfied,javascript,Gibraltar,Pitch
875,Natalie Hall,Yes,M,43,Yes,PhD,No,Yes,8,Associate,dissatisfied,solutions design,Iraq,Software Development
282,Wayne Black,Yes,F,31,No,Prefer not to say,Yes,No,3,Senior Associate,very dissatisfied,azure,Australia,Software Development
904,Krystal Wiggins,Yes,F,33,No,Prefer not to say,Yes,No,6,Senior Associate,satisfied,solutions design,Andorra,Pitch
127,Crystal Maldonado,Yes,M,27,No,Masters degree,No,Yes,1,Senior Associate,satisfied,python,Sierra Leone,Software Development
519,Brian Nguyen,Yes,F,40,Yes,PhD,No,No,8,Senior Associate,satisfied,python,Sweden,UI/UX
901,Ricky Carroll,Yes,M,52,No,Masters degree,No,Yes,1,Junior,very dissatisfied,.net,Puerto Rico,Pitch
852,Vanessa Lyons,Yes,M,26,Yes,Undergraduate,Yes,No,8,Junior,neutral,pm,Moldova,Pitch
750,Savannah Mitchell,Yes,M,48,No,Prefer not to say,Yes,Yes,9,Associate,neutral,python,Jamaica,full stack developer
95,Peter Washington MD,Yes,F,54,Yes,Undergraduate,Yes,Yes,4,Senior Manager,very dissatisfied,azure,Isle of Man,full stack developer
27,Kathleen Velez,Yes,F,43,No,Undergraduate,No,No,1,Junior,dissatisfied,pm,Reunion,Pitch
445,Mackenzie Sanchez,Yes,Non-binary,51,No,Undergraduate,Yes,Yes,9,Senior Associate,satisfied,sql,Saint Vincent and the Grenadines,Pitch
299,Katherine Davis,Yes,Non-binary,45,No,PhD,Yes,No,4,Associate,dissatisfied,azure,Bermuda,Data Scientist
497,Lisa Wright,Yes,M,42,Yes,Prefer not to say,No,Yes,3,Senior Manager,dissatisfied,sql,Rwanda,full stack developer
676,Victoria Williams,Yes,F,34,No,Undergraduate,No,No,5,Junior,satisfied,solutions design,Morocco,Pitch
287,John Contreras,Yes,F,25,No,Prefer not to say,Yes,Yes,8,Manager,neutral,sql,Panama,Pitch
60,Justin Payne,Yes,M,47,No,Prefer not to say,Yes,No,8,Associate,neutral,pm,Cameroon,Software Development
83,Rachel Michael,Yes,Non-binary,31,Yes,Prefer not to say,No,Yes,4,Manager,neutral,pm,Denmark,Pitch
404,Steven James,Yes,F,41,No,Prefer not to say,Yes,No,4,Senior Associate,dissatisfied,azure,Korea,Pitch
573,Samantha Lee,Yes,M,35,Yes,Masters degree,Yes,No,3,Associate,very dissatisfied,.net,Nicaragua,Data Scientist
37,Jacob Garcia,Yes,F,58,No,PhD,Yes,Yes,5,Associate,dissatisfied,sql,British Virgin Islands,Software Development
73,Sarah Simon,Yes,F,43,Yes,Masters degree,Yes,Yes,6,Manager,satisfied,python,Bermuda,full stack developer
154,Jason Hatfield,Yes,M,26,Yes,Masters degree,Yes,Yes,0,Associate,neutral,pm,Bhutan,Software Development
685,Rhonda Anderson,Yes,F,56,Yes,Undergraduate,Yes,Yes,8,Junior,neutral,python,Finland,full stack developer
502,Mrs. Karen Reid,Yes,M,43,No,Undergraduate,Yes,Yes,8,Senior Associate,satisfied,sql,United States Minor Outlying Islands,full stack developer
761,Nichole Myers,Yes,F,47,Yes,PhD,No,Yes,5,Senior Associate,satisfied,python,Marshall Islands,Data Scientist
831,Alexander Meyers,Yes,Non-binary,32,No,Prefer not to say,Yes,Yes,4,Associate,neutral,solutions design,Malta,Software Development
378,Victor Sutton,Yes,Non-binary,59,Yes,Undergraduate,No,Yes,8,Junior,neutral,solutions design,Dominica,Data Scientist
118,Sherry Odonnell,Yes,F,54,Yes,Masters degree,Yes,No,7,Manager,neutral,sql,Reunion,Data Scientist
297,Christopher Miller,Yes,M,48,Yes,Masters degree,No,Yes,0,Manager,very dissatisfied,python,Grenada,full stack developer
78,Kevin Lawson,Yes,M,57,Yes,Undergraduate,Yes,No,5,Manager,satisfied,python,Czech Republic,UI/UX
132,Joshua Velasquez,Yes,Non-binary,59,No,PhD,Yes,No,4,Manager,very dissatisfied,.net,Somalia,UI/UX
800,Jeffrey Reid,Yes,Non-binary,58,Yes,PhD,No,No,4,Junior,satisfied,.net,Djibouti,Pitch
258,Robert King,Yes,Non-binary,41,Yes,Masters degree,No,No,1,Senior Associate,dissatisfied,sql,North Macedonia,full stack developer
67,Jerome Leblanc,Yes,Non-binary,25,Yes,Undergraduate,No,No,3,Junior,dissatisfied,python,Kenya,UI/UX
642,Dale Martinez,Yes,F,44,No,Prefer not to say,Yes,Yes,5,Associate,satisfied,python,Ukraine,Pitch
564,Susan Malone,Yes,Non-binary,52,No,Undergraduate,Yes,No,4,Associate,dissatisfied,azure,Indonesia,UI/UX
596,Jordan Massey,Yes,Non-binary,46,Yes,Masters degree,Yes,No,9,Manager,satisfied,.net,Cape Verde,UI/UX
228,Kimberly Ford,Yes,Non-binary,54,Yes,Prefer not to say,Yes,Yes,0,Associate,very dissatisfied,python,Kazakhstan,Pitch
302,Matthew Stevens,Yes,Non-binary,51,Yes,Masters degree,Yes,No,6,Senior Manager,dissatisfied,solutions design,Zimbabwe,Data Scientist
624,Aaron Harper,Yes,Non-binary,39,Yes,Masters degree,Yes,No,8,Junior,satisfied,javascript,United States Virgin Islands,Data Scientist
396,Sandra Moore,Yes,M,42,Yes,Undergraduate,No,Yes,6,Senior Associate,very dissatisfied,solutions design,Philippines,Data Scientist
501,Kimberly Acosta,Yes,F,35,Yes,Undergraduate,No,Yes,8,Junior,neutral,solutions design,Malawi,full stack developer
332,Dale Becker,Yes,M,52,No,Undergraduate,No,Yes,2,Senior Associate,satisfied,.net,Japan,UI/UX
371,Kevin Joyce,Yes,M,48,No,Prefer not to say,No,No,8,Senior Manager,satisfied,python,Christmas Island,Data Scientist
789,Matthew Howard,Yes,Non-binary,51,No,Prefer not to say,No,Yes,4,Junior,dissatisfied,python,Portugal,Data Scientist
16,Brenda Garrett,Yes,F,26,Yes,PhD,Yes,No,5,Senior Manager,neutral,.net,North Macedonia,Software Development
74,Oscar Miller,Yes,M,51,Yes,Undergraduate,No,Yes,0,Senior Associate,dissatisfied,sql,Australia,UI/UX
140,Thomas Simmons,Yes,Non-binary,54,No,Undergraduate,No,Yes,9,Senior Associate,very dissatisfied,javascript,Panama,UI/UX
646,Julie Dalton,Yes,Non-binary,28,No,Undergraduate,Yes,Yes,8,Associate,satisfied,.net,Vietnam,Data Scientist
571,Kimberly Yates,Yes,Non-binary,30,Yes,Masters degree,No,Yes,4,Manager,satisfied,solutions design,Libyan Arab Jamahiriya,Software Development
883,Katherine Wagner,Yes,M,28,No,Masters degree,Yes,Yes,9,Junior,dissatisfied,.net,Svalbard & Jan Mayen Islands,UI/UX
242,William Garcia,Yes,M,37,Yes,Masters degree,Yes,Yes,9,Senior Manager,satisfied,solutions design,Cambodia,Software Development
568,Paul Friedman,Yes,M,27,No,PhD,No,No,4,Junior,satisfied,.net,Serbia,Software Development
804,Christy Stewart,Yes,M,47,Yes,Prefer not to say,No,No,1,Junior,dissatisfied,python,Bahrain,Data Scientist
677,Dana Sullivan,Yes,F,48,No,Undergraduate,Yes,No,2,Junior,satisfied,solutions design,Iran,Software Development
564,Sheri Hayes,Yes,F,58,No,Undergraduate,No,Yes,1,Junior,satisfied,python,Jersey,UI/UX
653,Ana Fuller,Yes,M,30,No,PhD,No,Yes,7,Senior Manager,very dissatisfied,azure,British Virgin Islands,Data Scientist
601,Larry Green,Yes,F,55,Yes,PhD,Yes,No,3,Senior Associate,neutral,solutions design,Tonga,Pitch
660,Jane Clarke,Yes,Non-binary,44,Yes,Prefer not to say,No,Yes,3,Manager,neutral,python,Sweden,UI/UX
153,Brittany Wyatt,Yes,M,29,No,PhD,Yes,Yes,5,Junior,dissatisfied,solutions design,Eritrea,full stack developer
577,Leslie Knight,Yes,M,46,No,Masters degree,Yes,Yes,7,Senior Manager,very dissatisfied,azure,Guernsey,Software Development
863,Anna Williams,Yes,M,57,No,PhD,Yes,No,8,Senior Associate,very dissatisfied,azure,Saint Pierre and Miquelon,Pitch
696,Beth Arnold,Yes,F,49,Yes,Prefer not to say,Yes,Yes,5,Manager,very dissatisfied,solutions design,Turkmenistan,Pitch
553,James Carlson,Yes,M,48,Yes,Masters degree,Yes,No,3,Manager,very dissatisfied,python,Netherlands Antilles,Data Scientist
654,Robert Jones,Yes,Non-binary,58,Yes,Prefer not to say,Yes,Yes,0,Senior Manager,dissatisfied,azure,Isle of Man,full stack developer
500,Frank Johnson,Yes,Non-binary,59,Yes,Prefer not to say,No,No,3,Manager,very dissatisfied,.net,Congo,UI/UX
516,Taylor Davis,Yes,M,39,No,Prefer not to say,Yes,No,9,Senior Associate,neutral,.net,Romania,Pitch
