ID,name,Applied,gender,age,background in IT,education,accepted,attended,number of Hackathons,employment,satisfaction,career interests,country,new skill
7,Darlene Lopez,Yes,F,35,No,Undergraduate,Yes,No,8,Associate,very dissatisfied,python,Bahrain,full stack developer
47,Barbara Dorsey,Yes,Non-binary,33,Yes,Masters degree,Yes,Yes,7,Associate,satisfied,solutions design,Thailand,full stack developer
357,Chelsea Walls,Yes,Non-binary,51,No,Prefer not to say,No,Yes,4,Senior Manager,very dissatisfied,python,Aruba,Data Scientist
485,Melissa Le,Yes,M,29,Yes,PhD,Yes,Yes,9,Junior,neutral,python,Malaysia,Pitch
29,Gregory Kaufman,Yes,M,52,Yes,PhD,Yes,Yes,9,Associate,very dissatisfied,pm,Monaco,Software Development
21,Cassandra Stanton,Yes,M,57,Yes,Prefer not to say,No,No,1,Manager,dissatisfied,solutions design,Burkina Faso,full stack developer
170,Jeremiah Brown,Yes,F,59,Yes,Prefer not to say,Yes,No,6,Junior,very dissatisfied,azure,Grenada,full stack developer
475,Kerry Hill,Yes,F,52,Yes,Undergraduate,No,No,6,Associate,neutral,pm,Trinidad and Tobago,UI/UX
134,Timothy Williams,Yes,M,30,Yes,Prefer not to say,Yes,Yes,9,Senior Associate,dissatisfied,pm,Christmas Island,Software Development
199,Richard Myers,Yes,M,46,No,PhD,No,Yes,1,Senior Associate,dissatisfied,.net,Tuvalu,Pitch
39,Kimberly Harrington,Yes,M,48,Yes,Masters degree,No,Yes,2,Associate,very dissatisfied,solutions design,British Indian Ocean Territory (Chagos Archipelago),Pitch
114,Jeffrey Jarvis,Yes,M,55,No,PhD,Yes,Yes,3,Senior Manager,dissatisfied,javascript,Mayotte,Data Scientist
155,Maria Scott,Yes,Non-binary,51,No,Masters degree,No,No,7,Junior,dissatisfied,python,Wallis and Futuna,Pitch
308,Samuel Robbins,Yes,M,42,Yes,Masters degree,No,No,3,Manager,satisfied,python,Myanmar,full stack developer
85,Natalie Hendrix,Yes,Non-binary,25,No,Prefer not to say,Yes,Yes,8,Associate,satisfied,.net,Iraq,Software Development
366,Troy Miles,Yes,Non-binary,40,No,Masters degree,Yes,Yes,7,Manager,neutral,.net,Sweden,UI/UX
156,Kimberly White,Yes,M,57,Yes,Prefer not to say,Yes,No,9,Associate,neutral,javascript,Cote d'Ivoire,Pitch
49,William Perez,Yes,Non-binary,26,No,PhD,Yes,Yes,6,Manager,dissatisfied,azure,Palau,Pitch
435,Julian Holmes,Yes,M,38,Yes,Masters degree,Yes,No,4,Junior,satisfied,python,Cook Islands,Pitch
470,Chad Delacruz,Yes,Non-binary,49,No,Undergraduate,Yes,No,2,Senior Manager,very dissatisfied,python,Japan,full stack developer
307,Jesus Chang,Yes,Non-binary,28,No,Prefer not to say,Yes,No,7,Junior,dissatisfied,azure,France,Data Scientist
357,Bradley Freeman,Yes,F,48,Yes,Masters degree,No,No,1,Junior,very dissatisfied,solutions design,French Guiana,Data Scientist
183,Christopher Allen,Yes,Non-binary,25,No,Masters degree,Yes,No,5,Senior Associate,dissatisfied,azure,Anguilla,UI/UX
59,Christina Potter,Yes,Non-binary,29,Yes,Prefer not to say,No,No,8,Associate,very dissatisfied,solutions design,Libyan Arab Jamahiriya,Software Development
15,Jason Johnson,Yes,M,31,Yes,Undergraduate,No,Yes,9,Junior,dissatisfied,javascript,Liechtenstein,full stack developer
309,Brandon Smith,Yes,M,40,Yes,Masters degree,Yes,No,1,Junior,dissatisfied,.net,British Virgin Islands,full stack developer
367,Maureen Johnson,Yes,M,48,Yes,Undergraduate,No,Yes,1,Senior Manager,neutral,solutions design,Kuwait,Pitch
318,James Park,Yes,M,40,No,Undergraduate,Yes,No,7,Manager,very dissatisfied,.net,Guernsey,UI/UX
331,Christopher Miller,Yes,M,54,Yes,Prefer not to say,No,No,5,Manager,very dissatisfied,.net,Bahrain,Software Development
267,Alexis Hall,Yes,F,54,No,PhD,Yes,No,2,Associate,neutral,python,Chad,UI/UX
23,Tom Wood,Yes,Non-binary,44,No,Prefer not to say,No,No,8,Associate,satisfied,solutions design,United Kingdom,Pitch
88,Allison Stevenson,Yes,Non-binary,39,No,Masters degree,Yes,Yes,5,Senior Manager,very dissatisfied,javascript,Somalia,Pitch
399,Nicole Peterson,Yes,Non-binary,47,Yes,Masters degree,No,Yes,0,Senior Associate,neutral,python,Myanmar,Data Scientist
130,Trevor Floyd,Yes,M,55,Yes,Masters degree,No,No,2,Junior,neutral,solutions design,Palestinian Territory,Data Scientist
463,James Jones,Yes,Non-binary,40,No,PhD,No,Yes,2,Manager,neutral,solutions design,Morocco,Data Scientist
249,Sarah Williams,Yes,M,54,Yes,Masters degree,No,Yes,2,Junior,dissatisfied,python,Central African Republic,Software Development
473,Joseph Sloan,Yes,M,59,No,Masters degree,No,No,8,Senior Associate,very dissatisfied,.net,Myanmar,Pitch
217,Stephanie Miller,Yes,Non-binary,29,Yes,PhD,Yes,Yes,2,Associate,very dissatisfied,azure,United States Virgin Islands,UI/UX
378,Rodney Ross,Yes,F,57,Yes,Undergraduate,Yes,No,0,Junior,satisfied,sql,Benin,Software Development
97,Clarence Lambert,Yes,F,27,Yes,Masters degree,Yes,Yes,2,Manager,neutral,pm,Zimbabwe,Pitch
278,Michelle Gonzalez,Yes,M,27,No,Prefer not to say,Yes,No,6,Junior,neutral,python,Albania,Software Development
339,Donna Wells,Yes,F,42,Yes,Prefer not to say,No,No,8,Associate,dissatisfied,solutions design,Luxembourg,Data Scientist
195,Jessica Reynolds,Yes,F,25,Yes,Masters degree,No,Yes,5,Senior Associate,neutral,sql,Bulgaria,Software Development
62,Todd Conley,Yes,F,43,Yes,Undergraduate,No,No,4,Manager,neutral,sql,Luxembourg,Data Scientist
372,Jason Morgan,Yes,F,54,No,Undergraduate,No,No,3,Senior Manager,neutral,pm,Bolivia,UI/UX
402,Heather Johnson,Yes,M,52,No,Prefer not to say,No,Yes,0,Senior Manager,very dissatisfied,solutions design,Belize,UI/UX
442,Jose Mccarty,Yes,Non-binary,55,Yes,Undergraduate,Yes,Yes,4,Junior,satisfied,solutions design,Libyan Arab Jamahiriya,Software Development
68,Cory Robinson,Yes,F,46,Yes,Prefer not to say,No,Yes,9,Senior Associate,neutral,azure,Niger,Data Scientist
430,Ricky Mccann,Yes,M,58,No,Undergraduate,No,No,8,Associate,dissatisfied,solutions design,Hungary,full stack developer
411,Matthew Zhang,Yes,M,50,No,Masters degree,Yes,Yes,3,Manager,neutral,azure,Palau,full stack developer
2,Nancy Cooley,Yes,Non-binary,58,No,Undergraduate,No,No,5,Senior Manager,satisfied,javascript,Belgium,Pitch
10,Jill Brown,Yes,F,46,Yes,PhD,Yes,No,3,Senior Associate,neutral,azure,Guam,Pitch
37,Sarah Lester,Yes,Non-binary,41,No,PhD,Yes,Yes,7,Senior Manager,satisfied,javascript,Suriname,Data Scientist
41,Noah Brady,Yes,F,31,Yes,Undergraduate,Yes,Yes,9,Senior Manager,satisfied,javascript,Aruba,Data Scientist
158,Cynthia Ayers,Yes,Non-binary,46,No,PhD,No,Yes,8,Senior Associate,satisfied,.net,Rwanda,UI/UX
413,Paul Adams,Yes,F,31,No,PhD,No,No,0,Junior,very dissatisfied,sql,Chad,Data Scientist
15,Richard Roberts,Yes,M,49,No,Masters degree,No,No,4,Junior,satisfied,solutions design,Jordan,Pitch
122,Ronald Pearson,Yes,F,37,Yes,Undergraduate,Yes,Yes,1,Senior Associate,very dissatisfied,solutions design,Singapore,Data Scientist
500,Nancy Graham,Yes,F,39,No,Undergraduate,No,Yes,0,Associate,neutral,sql,Madagascar,UI/UX
19,Rebecca Schultz,Yes,Non-binary,27,Yes,Prefer not to say,Yes,Yes,2,Associate,neutral,javascript,Solomon Islands,Data Scientist
191,Carol Rivera,Yes,Non-binary,57,No,Masters degree,Yes,No,9,Senior Associate,satisfied,pm,Saint Lucia,Pitch
166,Timothy Ramos,Yes,M,57,Yes,Masters degree,No,No,3,Manager,satisfied,solutions design,Chad,Pitch
66,Janet Evans,Yes,Non-binary,33,Yes,Prefer not to say,No,Yes,5,Junior,satisfied,sql,Libyan Arab Jamahiriya,Software Development
67,Kathleen Hall,Yes,F,31,No,Prefer not to say,Yes,No,1,Manager,very dissatisfied,python,Isle of Man,UI/UX
276,Thomas Davis,Yes,M,55,Yes,Masters degree,No,No,8,Senior Manager,neutral,javascript,Chile,Pitch
204,Brittney Morris,Yes,F,34,No,Undergraduate,Yes,Yes,1,Associate,dissatisfied,javascript,Malaysia,Data Scientist
433,Jennifer Krause,Yes,M,25,Yes,Prefer not to say,Yes,Yes,8,Senior Manager,satisfied,pm,Saint Pierre and Miquelon,Software Development
112,Brett Wade,Yes,M,29,No,PhD,No,No,4,Junior,satisfied,solutions design,Barbados,Software Development
463,Amy King,Yes,F,40,Yes,PhD,No,Yes,1,Manager,neutral,sql,Saint Helena,UI/UX
382,David Moore,Yes,F,49,Yes,Undergraduate,No,No,2,Junior,dissatisfied,python,Guernsey,Data Scientist
349,Sarah Saunders,Yes,Non-binary,43,No,PhD,Yes,Yes,0,Associate,very dissatisfied,azure,Vietnam,Data Scientist
225,Christian Payne,Yes,F,36,No,Undergraduate,Yes,Yes,0,Junior,very dissatisfied,python,Netherlands,Software Development
177,Joy Berger,Yes,F,37,Yes,Prefer not to say,No,Yes,5,Associate,very dissatisfied,azure,Senegal,Software Development
191,Mrs. Ashley Smith DVM,Yes,M,35,No,Prefer not to say,Yes,Yes,9,Associate,satisfied,pm,Tajikistan,Software Development
475,Jacob Brewer,Yes,M,51,No,Masters degree,Yes,No,2,Senior Manager,very dissatisfied,.net,Paraguay,Software Development
368,Laura Goodman,Yes,M,34,Yes,PhD,No,Yes,3,Junior,neutral,.net,Isle of Man,UI/UX
144,Mr. Matthew Webb DVM,Yes,Non-binary,43,Yes,Masters degree,Yes,Yes,3,Senior Manager,neutral,.net,Sweden,Pitch
415,Alyssa Ryan,Yes,Non-binary,51,No,Undergraduate,No,Yes,0,Senior Associate,neutral,azure,Canada,UI/UX
13,Donald Jones,Yes,F,42,Yes,Masters degree,Yes,No,1,Associate,dissatisfied,pm,Tokelau,UI/UX
233,Antonio Vasquez,Yes,Non-binary,57,Yes,Prefer not to say,No,No,9,Associate,neutral,solutions design,Wallis and Futuna,full stack developer
75,Sarah Boyle,Yes,Non-binary,27,Yes,Prefer not to say,No,No,2,Manager,neutral,solutions design,Cyprus,full stack developer
27,Mckenzie Sandoval,Yes,F,46,No,PhD,Yes,Yes,6,Junior,satisfied,javascript,Serbia,UI/UX
258,Ryan Beck,Yes,F,43,No,Masters degree,No,Yes,1,Senior Associate,satisfied,azure,Germany,Data Scientist
413,Brandy Jensen,Yes,F,43,No,Masters degree,Yes,Yes,1,Senior Associate,neutral,javascript,Indonesia,Data Scientist
483,Tiffany Johnson,Yes,Non-binary,44,Yes,PhD,No,Yes,4,Senior Manager,satisfied,javascript,Andorra,UI/UX
29,Timothy Kelly,Yes,M,28,No,Masters degree,Yes,Yes,8,Senior Manager,very dissatisfied,azure,Singapore,full stack developer
273,Frederick Nelson,Yes,F,42,No,Masters degree,Yes,Yes,9,Associate,dissatisfied,solutions design,New Caledonia,Software Development
129,Kimberly Evans,Yes,M,31,Yes,Masters degree,No,Yes,0,Senior Manager,neutral,.net,Suriname,full stack developer
120,Matthew Smith,Yes,F,48,Yes,Undergraduate,No,Yes,6,Senior Manager,dissatisfied,solutions design,Jersey,Pitch
110,Edward Payne,Yes,F,52,Yes,Masters degree,No,Yes,3,Junior,satisfied,azure,Antigua and Barbuda,full stack developer
14,Ronnie Sullivan,Yes,M,46,No,PhD,No,Yes,1,Manager,very dissatisfied,solutions design,Jordan,Software Development
321,Jimmy Colon,Yes,M,54,Yes,Undergraduate,No,Yes,0,Junior,satisfied,python,Belgium,Software Development
148,Rita Nguyen,Yes,Non-binary,58,Yes,Undergraduate,No,No,1,Junior,very dissatisfied,solutions design,Turkmenistan,Data Scientist
37,Jon Hickman,Yes,Non-binary,51,No,PhD,No,Yes,6,Associate,dissatisfied,javascript,Colombia,full stack developer
249,Jonathon Wall,Yes,M,38,Yes,Prefer not to say,Yes,Yes,1,Senior Associate,dissatisfied,pm,Cambodia,UI/UX
387,Chelsea Mcdaniel,Yes,Non-binary,39,No,Masters degree,Yes,No,7,Junior,neutral,solutions design,Azerbaijan,Software Development
417,Nathan Jackson,Yes,F,46,Yes,Undergraduate,No,No,0,Associate,dissatisfied,python,Gambia,full stack developer
193,Tracey Robertson,Yes,F,50,No,Prefer not to say,No,Yes,0,Senior Associate,very dissatisfied,pm,Qatar,full stack developer
184,Robert Roberson,Yes,Non-binary,38,No,Undergraduate,Yes,Yes,2,Senior Manager,very dissatisfied,sql,Guam,UI/UX
124,Michael Johnson,Yes,M,27,Yes,PhD,Yes,Yes,9,Senior Manager,satisfied,javascript,Niger,Pitch
355,Kathleen Waters,Yes,F,39,Yes,Prefer not to say,Yes,No,1,Associate,very dissatisfied,sql,Israel,UI/UX
394,Mrs. Lauren Moore,Yes,M,45,No,Masters degree,Yes,Yes,6,Associate,dissatisfied,solutions design,Andorra,Pitch
427,Robert Bryant,Yes,Non-binary,37,No,PhD,Yes,No,1,Manager,satisfied,javascript,Honduras,UI/UX
151,Adriana Harris,Yes,M,28,No,PhD,No,No,3,Junior,dissatisfied,.net,India,Data Scientist
210,John Dixon,Yes,Non-binary,49,No,PhD,Yes,Yes,2,Senior Associate,neutral,solutions design,Andorra,UI/UX
241,Melissa Downs,Yes,M,35,Yes,PhD,No,Yes,7,Associate,very dissatisfied,azure,Korea,full stack developer
293,Christopher Cunningham,Yes,F,35,No,Prefer not to say,Yes,No,9,Associate,satisfied,javascript,Chile,Software Development
264,Derrick Ferrell,Yes,M,50,Yes,Masters degree,No,Yes,8,Junior,neutral,pm,Heard Island and McDonald Islands,Data Scientist
319,Hannah Johnson,Yes,M,54,Yes,Undergraduate,No,Yes,1,Senior Associate,dissatisfied,pm,Uganda,UI/UX
152,Elizabeth Nunez,Yes,Non-binary,33,No,Prefer not to say,Yes,No,5,Senior Associate,neutral,solutions design,Ecuador,Software Development
290,Thomas Brown,Yes,F,47,Yes,Masters degree,No,No,4,Manager,dissatisfied,sql,Australia,Pitch
489,Julie Smith,Yes,Non-binary,41,Yes,Masters degree,Yes,Yes,0,Junior,very dissatisfied,solutions design,Saint Vincent and the Grenadines,UI/UX
437,Brandon Kaufman,Yes,M,47,Yes,PhD,No,No,9,Associate,very dissatisfied,.net,Fiji,UI/UX
382,Clayton Gaines,Yes,Non-binary,49,Yes,Masters degree,Yes,Yes,2,Manager,dissatisfied,sql,Australia,full stack developer
466,Edward Adams,Yes,F,53,Yes,Masters degree,No,Yes,8,Junior,satisfied,azure,San Marino,UI/UX
445,Yolanda Higgins,Yes,Non-binary,25,No,PhD,No,No,9,Junior,dissatisfied,solutions design,Korea,full stack developer
303,Lori Camacho,Yes,M,55,Yes,Undergraduate,Yes,No,6,Associate,satisfied,javascript,Russian Federation,UI/UX
343,Hayley Peters,Yes,F,36,Yes,Masters degree,Yes,No,9,Manager,very dissatisfied,pm,Western Sahara,Pitch
233,Jerry Hurst,Yes,M,52,Yes,PhD,Yes,No,3,Associate,very dissatisfied,sql,Malawi,Pitch
363,Michael Butler,Yes,M,28,No,Masters degree,Yes,Yes,3,Associate,very dissatisfied,.net,Svalbard & Jan Mayen Islands,UI/UX
6,Sarah Church,Yes,M,35,Yes,Prefer not to say,No,Yes,7,Senior Manager,very dissatisfied,pm,Montenegro,UI/UX
331,Stephen Watson MD,Yes,M,53,No,PhD,No,No,8,Junior,dissatisfied,sql,Central African Republic,Software Development
195,Laura Bailey,Yes,Non-binary,32,Yes,Prefer not to say,No,Yes,1,Senior Associate,satisfied,python,Eritrea,Software Development
12,Daniel Walker,Yes,M,27,No,Undergraduate,No,No,7,Senior Associate,neutral,sql,Liberia,Pitch
62,Christina Phillips,Yes,F,35,No,Masters degree,Yes,No,8,Senior Manager,neutral,python,Somalia,Data Scientist
317,Tina Johnson,Yes,M,53,Yes,PhD,Yes,Yes,4,Senior Manager,neutral,.net,Nigeria,full stack developer
301,Sean Johnson,Yes,M,30,Yes,Masters degree,No,Yes,1,Senior Associate,dissatisfied,pm,San Marino,UI/UX
210,Chris Garcia,Yes,M,45,No,Masters degree,No,No,1,Junior,very dissatisfied,.net,Antigua and Barbuda,UI/UX
384,Anthony Casey,Yes,M,35,No,Masters degree,Yes,No,8,Associate,neutral,python,Maldives,Pitch
227,Cameron Russell,Yes,Non-binary,45,No,Undergraduate,Yes,No,7,Junior,dissatisfied,sql,Malta,Pitch
225,Angela Baker,Yes,M,39,Yes,Masters degree,No,Yes,1,Manager,very dissatisfied,sql,British Virgin Islands,full stack developer
147,Brenda Hall,Yes,F,36,No,Masters degree,No,No,4,Junior,satisfied,solutions design,Costa Rica,Software Development
235,Christopher Mitchell,Yes,M,34,No,Masters degree,No,No,8,Manager,very dissatisfied,javascript,Poland,Data Scientist
399,Samantha Hebert MD,Yes,M,30,Yes,Masters degree,Yes,Yes,6,Senior Associate,dissatisfied,pm,Sao Tome and Principe,UI/UX
52,Matthew Ponce,Yes,F,48,No,Undergraduate,No,No,0,Junior,very dissatisfied,.net,Trinidad and Tobago,Pitch
39,Johnny Thomas,Yes,F,25,Yes,Masters degree,No,Yes,0,Senior Associate,neutral,solutions design,Dominican Republic,Data Scientist
280,Jennifer Kelly,Yes,F,33,No,Undergraduate,No,Yes,6,Manager,dissatisfied,pm,Haiti,Data Scientist
310,Michael Mullins,Yes,F,40,Yes,Prefer not to say,Yes,Yes,0,Junior,dissatisfied,python,Dominica,Pitch
416,John Hogan,Yes,Non-binary,33,Yes,Undergraduate,Yes,No,6,Senior Associate,neutral,solutions design,Albania,Software Development
346,Andre Baker,Yes,Non-binary,57,Yes,Undergraduate,Yes,No,6,Senior Manager,very dissatisfied,python,Norfolk Island,UI/UX
8,Mark Vang,Yes,Non-binary,27,No,PhD,No,Yes,4,Manager,neutral,sql,Tokelau,Software Development
307,Jason Williams,Yes,M,46,No,Masters degree,Yes,No,1,Senior Manager,satisfied,sql,Venezuela,full stack developer
123,Amy Miller,Yes,Non-binary,28,Yes,Undergraduate,Yes,Yes,0,Associate,neutral,solutions design,Netherlands Antilles,Data Scientist
84,Victor Juarez,Yes,M,44,No,PhD,Yes,No,0,Senior Manager,dissatisfied,javascript,Djibouti,Pitch
413,Katherine Miller,Yes,M,47,No,Masters degree,Yes,No,7,Senior Manager,satisfied,javascript,Argentina,UI/UX
89,Olivia Hernandez,Yes,F,55,No,Masters degree,No,No,8,Associate,dissatisfied,azure,Ghana,UI/UX
99,Francisco Howard,Yes,F,46,Yes,Undergraduate,No,Yes,7,Senior Manager,very dissatisfied,sql,Cameroon,Software Development
228,Casey Leonard,Yes,M,28,No,PhD,Yes,No,7,Senior Associate,very dissatisfied,javascript,Serbia,Software Development
267,Andrew Rodgers,Yes,F,32,Yes,Undergraduate,No,Yes,4,Senior Manager,satisfied,sql,Guernsey,Pitch
360,Tyler West,Yes,Non-binary,59,Yes,Masters degree,No,No,6,Senior Associate,satisfied,pm,New Zealand,Data Scientist
233,Matthew Espinoza,Yes,Non-binary,47,No,Undergraduate,No,Yes,2,Manager,dissatisfied,azure,Armenia,Software Development
436,Joshua Hernandez,Yes,M,44,No,PhD,Yes,Yes,6,Associate,very dissatisfied,javascript,Haiti,full stack developer
365,Christina Webb,Yes,M,45,Yes,PhD,Yes,No,0,Senior Manager,neutral,python,Christmas Island,full stack developer
383,Jessica Thompson,Yes,Non-binary,27,No,Masters degree,Yes,Yes,4,Manager,dissatisfied,pm,Bahrain,UI/UX
73,Kenneth Thompson,Yes,Non-binary,30,No,Undergraduate,Yes,No,3,Senior Manager,dissatisfied,sql,Ecuador,Data Scientist
217,Kyle Sheppard,Yes,M,47,Yes,PhD,Yes,Yes,8,Manager,very dissatisfied,python,Algeria,Software Development
362,Christopher Steele,Yes,Non-binary,39,Yes,Masters degree,No,No,4,Associate,dissatisfied,solutions design,United Arab Emirates,Pitch
103,Pamela Lucas,Yes,Non-binary,53,Yes,Undergraduate,No,Yes,6,Manager,very dissatisfied,sql,Mozambique,UI/UX
483,Larry Ramirez,Yes,Non-binary,40,Yes,Prefer not to say,Yes,Yes,3,Manager,dissatisfied,sql,Marshall Islands,full stack developer
316,Robert Jones,Yes,M,42,No,Undergraduate,Yes,No,3,Associate,dissatisfied,solutions design,Italy,Software Development
101,William Mendoza,Yes,Non-binary,40,No,PhD,Yes,No,5,Manager,satisfied,sql,Nauru,Data Scientist
26,Jacob Sanders,Yes,M,38,No,Undergraduate,Yes,No,6,Associate,neutral,azure,Panama,UI/UX
373,Lucas Diaz,Yes,F,49,Yes,Prefer not to say,Yes,No,2,Junior,dissatisfied,python,Mali,Pitch
215,Alexander Crane,Yes,M,27,No,Undergraduate,No,No,7,Associate,dissatisfied,.net,Angola,UI/UX
58,Jane Conley,Yes,M,52,Yes,Prefer not to say,Yes,Yes,8,Senior Associate,very dissatisfied,pm,Papua New Guinea,Data Scientist
376,Christine Serrano,Yes,Non-binary,59,Yes,Prefer not to say,No,No,2,Manager,dissatisfied,python,Yemen,Pitch
50,Christopher Strickland,Yes,M,44,No,Masters degree,Yes,No,5,Senior Associate,neutral,solutions design,Macao,UI/UX
112,Michael Moore,Yes,Non-binary,32,Yes,Prefer not to say,Yes,Yes,8,Manager,very dissatisfied,javascript,Portugal,Pitch
254,Ronald Stevenson,Yes,M,29,Yes,Prefer not to say,Yes,No,7,Senior Associate,satisfied,azure,Guinea-Bissau,Software Development
311,Mathew Young,Yes,F,51,Yes,PhD,No,No,8,Senior Manager,dissatisfied,sql,Solomon Islands,Data Scientist
304,Amy Powell,Yes,M,42,Yes,Prefer not to say,Yes,No,8,Manager,very dissatisfied,solutions design,Zimbabwe,full stack developer
404,Lisa Bush,Yes,F,31,Yes,Prefer not to say,No,Yes,8,Manager,very dissatisfied,javascript,Algeria,full stack developer
112,Danielle Black,Yes,M,52,Yes,Prefer not to say,No,No,2,Associate,very dissatisfied,azure,Algeria,UI/UX
404,Michael Brown,Yes,Non-binary,42,Yes,Prefer not to say,Yes,No,4,Associate,very dissatisfied,solutions design,Myanmar,full stack developer
221,Jacqueline Holden,Yes,F,52,Yes,Prefer not to say,No,Yes,7,Junior,dissatisfied,python,Lithuania,UI/UX
492,Dana Richardson,Yes,Non-binary,32,Yes,Undergraduate,No,No,0,Manager,dissatisfied,solutions design,Guinea-Bissau,Pitch
76,Joshua Velazquez,Yes,Non-binary,55,No,Masters degree,No,No,4,Senior Associate,neutral,javascript,Cote d'Ivoire,UI/UX
352,Susan Warren,Yes,Non-binary,47,No,Undergraduate,Yes,No,5,Junior,satisfied,pm,Poland,Software Development
447,Andrea Garcia,Yes,Non-binary,35,No,Undergraduate,Yes,Yes,5,Senior Associate,very dissatisfied,solutions design,Thailand,full stack developer
270,Jennifer Mathis,Yes,M,26,No,PhD,Yes,Yes,5,Associate,satisfied,solutions design,Gibraltar,Data Scientist
479,Stacie Deleon,Yes,F,39,Yes,Masters degree,Yes,Yes,6,Senior Associate,satisfied,solutions design,Palau,full stack developer
138,Tammy Rodriguez,Yes,F,28,Yes,Prefer not to say,Yes,No,7,Junior,dissatisfied,pm,Guernsey,Pitch
427,Susan Reyes,Yes,M,29,Yes,Prefer not to say,Yes,No,7,Junior,very dissatisfied,python,Western Sahara,full stack developer
323,Abigail Daugherty,Yes,M,36,Yes,Undergraduate,Yes,No,7,Senior Manager,very dissatisfied,.net,New Caledonia,Software Development
396,Mary Wise,Yes,M,55,No,PhD,No,Yes,5,Manager,very dissatisfied,.net,United States of America,Software Development
460,Kelly Robinson,Yes,F,26,Yes,PhD,Yes,No,5,Manager,satisfied,sql,United States Minor Outlying Islands,full stack developer
221,Samantha Hamilton,Yes,Non-binary,33,No,Masters degree,No,No,8,Senior Manager,neutral,pm,Saint Helena,UI/UX
260,Theresa Burns,Yes,F,25,Yes,Undergraduate,Yes,No,6,Senior Manager,neutral,javascript,Sao Tome and Principe,UI/UX
139,Thomas Perry,Yes,M,56,Yes,Undergraduate,No,No,2,Senior Associate,dissatisfied,.net,Congo,full stack developer
